Senas ID,Senas autorius,Senas pavadinimas,Sena vieta,Patalpa,Lentyna,Pozicija,Perskaityta autorius,Perskaityta pavadinimas,Panašumas,Pasitikėjimas,Šaltinis,Viršelio nuotrauka,Pastaba
K00334,,Atsiminimai apie Joną Jablonskį,"Spinta B, 6 lentyna (apatinė)",Žagarinė salonas,27,10,,Atsiminimai apie Joną Jablonskį,1,0.9,spine,,Balta nugarėlė su leidyklos logotipu apačioje
K01838,,,"Medinė lentyna, 8 niša (golfas, sportas)",Žagarinė salonas,27,11,Rygiškių Jonas,,1,0.5,spine,,"Sena šviesaus drobės įrišimo knyga; nugarėlėje tik įspaustas „RYGIŠKIŲ JONAS“ (Jono Jablonskio slapyvardis), pavadinimo nėra"
K00336,Alfonsas Gilvydis,Nuo Kikonių iki Detroito,"Spinta B, 6 lentyna (apatinė)",Žagarinė salonas,27,13,Alfonsas Gilvydis,Nuo Kikonių iki Detroito,1.15,0.9,spine,,Tamsiai raudona nugarėlė
K00343,,"Vėrinėlio metai (Pavasaris, Ruduo, Žiema)","Spinta B, 6 lentyna (apatinė)",Žagarinė salonas,27,18,,Vėrinėlio metai. Pavasaris,0.75,0.9,spine,,Žalia nugarėlė; paantraštė „Idėjos vaikų saviraiškai ir kūrybai“
K00346,,Prie bendrinės kalbos ištakų,"Spinta B, 6 lentyna (apatinė)",Žagarinė salonas,27,22,,Prie bendrinės kalbos ištakų,1,0.9,spine,,
K00478,,Spalvotieji kineskopai,"Spinta C, 7 lentyna (apatinė)",Žagarinė salonas,27,23,,Spalvotieji kineskopai,1,0.9,spine,,Žalia blizgi nugarėlė
K00342,Romualdas Karazija,Fizika humanitarams (1 dalis),"Spinta B, 6 lentyna (apatinė)",Žagarinė salonas,27,24,Romualdas Karazija,Fizika humanitarams,0.95,0.9,spine,,"Nugarėlėje „I“ (pirma dalis), apačioje leidyklos TEV ženklas"
K00344,,Novužės krašto vaikai,"Spinta B, 6 lentyna (apatinė)",Žagarinė salonas,27,26,"Bernardas Aleknavičius, Vincentas Aleknavičius",Novužės krašto vaikai,1,0.9,spine,,"Gelsva nugarėlė, apačioje „3“ (trečia knyga)"
K01263,Vytautas Tarasonis,Fizika (I–III tomai),"Spinta I, 30 lentyna (fizika, mokslas)",Žagarinė salonas,27,31,Vytautas Tarasonis,Fizika I,0.65,0.6,spine,,"Juoda, nutrinta nugarėlė; rašoma „FIZIKA“ (ne „FIZYKA“), viršuje skaitmuo I; knyga pakrypusi prie spintelės durelių"
K00338,Grigorijus Kanovičius (Григорий Канович),Слёзы и молитвы дураков,"Spinta B, 6 lentyna (apatinė)",Žagarinė salonas,27,35,Григорий Канович,Слезы и молитвы дураков,0.82,0.9,cover,Zagarine Salonas 27_6.JPG,Rusvas kietas viršelis su kopėčių piešiniu
K01209,Ernestas Hemingvėjus (Ernest Hemingway),Rinktiniai raštai (keli tomai),"Spinta I, 22 lentyna (Hemingway)",Žagarinė salonas,27,53,J. Jablonskis,Rinktiniai raštai,0.67,0.9,cover,Zagarine Salonas 27_28.JPG,Raudonai kreminis aplankalas; gali sutapti su pos 12 (neįskaitoma knyga už „Rygiškių Jono“)
K00001,Margaret Atwood,Alias Grace,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,1,Margaret Atwood,Alias Grace,1.15,0.9,spine,,
K00002,Washington Irving,"The Sketch Book of Geoffrey Crayon, Gent.","Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,2,Washington Irving,The Sketch Book,0.82,0.9,spine,,ant nugarėlės „CP 101“
K00003,J. D. Salinger,The Catcher in the Rye,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,3,J. D. Salinger,The Catcher in the Rye,1.15,0.9,spine,,aplankas suplyšęs
K01855,,,"Medinė lentyna, 9 niša (gamta, gyvūnai)",Žagarinė salonas,28,4,"Ралф Эмерсон, Генри Торо",,1,0.6,spine,,"tamsiai žalia nugarėlė su auksiniais rėželiais; ant nugarėlės tik autoriai, pavadinimo nėra"
K00006,John Gordon,Milžinas po sniegu,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,5,John Gordon,Milžinas po sniegu,1.15,0.9,spine,,
K00007,James Herriot,All Things Wise and Wonderful,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,6,James Herriot,All Things Wise and Wonderful,1.15,0.9,spine,,"kišeninis leidimas, ISBN 0-553-11746-7"
K00008,Tommaso Campanella,La Città del Sole (Saulės miestas),"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,7,Campanella,La città del sole,0.9,0.9,spine,,
K00009,Herbert Marcuse,Der eindimensionale Mensch,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,8,Herbert Marcuse,Der eindimensionale Mensch,1.15,0.9,spine,,ant nugarėlės „SL 4“
K00013,,The Oxford Book of German Verse,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,10,,The Oxford Book of German Verse,1,0.9,spine,,"antologija, tamsiai mėlyna nugarėlė"
K00014,Hutten; Müntzer; Luther,"Hutten, Müntzer, Luther (1 tomas)","Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,11,,"Hutten, Müntzer, Luther",0.86,0.8,spine,,"2 tomai (1 ir 2), rusvos drobės nugarėlės"
K01896,,,"Kampinė lentyna (darbo kambarys), 2 lentyna (analitika)",Žagarinė salonas,28,13,Макс Фриш,,1,0.6,spine,,"serija „XX век. Зарубежная классика“; marmurinis rusvas viršelis, pavadinimo ant nugarėlės nėra"
K00018,Paul Zumthor,Das Alltagsleben in Holland zur Zeit Rembrandts,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,14,Zumthor,Das Alltagsleben in Holland zur Zeit Rembrandts,1.15,0.9,spine,,ant nugarėlės tik pavardė; serijos numeris 1434
K00019,Multatuli,Maksas Havelaras,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,15,Multatulis,Maksas Havelaras,1,0.9,spine,,nugarėlė apiplyšusi
K00020,Peter Handke,Als das Wünschen noch geholfen hat,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,16,Handke,Als das Wünschen noch geholfen hat,1.15,0.9,spine,,ant nugarėlės tik pavardė; „st 208“ (suhrkamp taschenbuch)
K00023,Arthur Schopenhauer,Свобода воли и нравственность,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,18,Артур Шопенгауэр,Свобода воли и нравственность,1,0.9,spine,,
K00024,Brothers Grimm (broliai Grimai),Grimms' Fairy Tales,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,19,Brothers Grimm,Grimms' Fairy Tales,1.15,0.9,spine,,ISBN 0 14 06.2158 X
K00026,Johann Peter Eckermann,Pokalbiai su Goethe,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,21,Johann Peter Eckermann,Pokalbiai su Goethe,1.15,0.9,spine,,
K00027,Johann Wolfgang von Goethe (J. V. Getė),Faustas,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,22,J. V. Gėtė,Faustas,1.15,0.9,spine,,šviesiai smėlinė drobinė nugarėlė
K00030,,Vokiečių romantikų proza,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,25,,Vokiečių romantikų proza,1,0.9,spine,,ruda odos imitacijos nugarėlė su auksiniais rėželiais
K00029,Hermann Hesse (Hermanas Hesė),Sidharta,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,26,Hermanas Hesė,Sidharta,1.15,0.9,cover,Zagarine Salonas 28_2.JPG,nufotografuota rankoje; lentynos nuotraukoje neatpažįstama
K00011,Bertolt Brecht,Über Realismus,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,28,29,Bertolt Brecht,Über Realismus,1.15,0.9,cover,Zagarine Salonas 28_6.JPG,serija Universal-Bibliothek; lentynos nuotraukoje neatpažįstama
K00060,Dante Alighieri,Dieviškoji komedija,"Spinta A, 2 lentyna",Žagarinė salonas,29,1,Dante,Dieviškoji komedija,1.15,0.9,spine,,"juoda knyga, guli horizontaliai ant kitų knygų kairėje lentynos pusėje"
K00033,Charles Bukowski,Юг без признаков севера,"Spinta A, 2 lentyna",Žagarinė salonas,29,4,Чарльз Буковски,Юг без признаков севера,1,0.9,spine,,
K00034,George Orwell,Burmese Days,"Spinta A, 2 lentyna",Žagarinė salonas,29,5,George Orwell,Burmese Days,1.15,0.9,spine,,
K00035,John Galsworthy,The Forsyte Saga,"Spinta A, 2 lentyna",Žagarinė salonas,29,6,John Galsworthy,The Forsyte Saga,1.15,0.9,spine,,ant nugarėlės skaičius 3
K00040,Washington Irving (?),Новеллы,"Spinta A, 2 lentyna",Žagarinė salonas,29,9,Вашингтон Ирвинг,Новеллы,1,0.9,spine,,
K00043,,The Oxford Book of English Verse,"Spinta A, 2 lentyna",Žagarinė salonas,29,11,,The Oxford Book of English Verse,1,0.9,spine,,pilkai mėlynas drobinis viršelis su auksiniu herbu
K00044,G. K. Chesterton (Chestertonas),Esė,"Spinta A, 2 lentyna",Žagarinė salonas,29,12,G. K. Čestertonas,Esė,1,0.9,spine,,rudas odinis viršelis
K00045,P. G. Wodehouse,Summer Lightning,"Spinta A, 2 lentyna",Žagarinė salonas,29,13,P. G. Wodehouse,Summer Lightning,1.15,0.9,spine,,
K00046,Algernon Charles Swinburne,Poems and Ballads & Atalanta in Calydon,"Spinta A, 2 lentyna",Žagarinė salonas,29,15,Swinburne,Poems and Ballads & Atalanta in Calydon,1.15,0.9,spine,,autoriaus vardo pradžia užklijuota lipduku
K00047,Charles Dickens,David Copperfield,"Spinta A, 2 lentyna",Žagarinė salonas,29,16,Dickens,David Copperfield,1.15,0.9,spine,,"žalias apdaužytas viršelis, ant nugarėlės B24"
K00048,Lord Chesterfield,Laiškai sūnui,"Spinta A, 2 lentyna",Žagarinė salonas,29,17,Chesterfield,Laiškai sūnui,1.15,0.9,spine,,tamsiai raudonas viršelis su balta etikete
K00049,William Makepeace Thackeray (V. M. Tekerėjus),Tuštybės mugė (1 tomas),"Spinta A, 2 lentyna",Žagarinė salonas,29,18,V. M. Tekerėjus,Tuštybės mugė,0.95,0.9,cover,Zagarine Salonas 29_1.JPG,"2 tomai (I ir II), alyvuogių spalvos viršeliai"
K00052,William Shakespeare (Уильям Шекспир),Трагедии,"Spinta A, 2 lentyna",Žagarinė salonas,29,20,Уильям Шекспир,Трагедии,1.15,0.9,cover,Zagarine Salonas 29_1.JPG,tamsiai mėlynas odinis viršelis
K00053,William Shakespeare (Viljamas Šekspyras),Dramos. Sonetai (1 tomas),"Spinta A, 2 lentyna",Žagarinė salonas,29,21,Viljamas Šekspyras,Dramos. Sonetai,0.95,0.8,cover,Zagarine Salonas 29_1.JPG,"2 tomai, rudi odiniai viršeliai su vienodu užrašu"
K00055,Plutarchas (Плутарх),Застольные беседы,"Spinta A, 2 lentyna",Žagarinė salonas,29,22,Плутарх,Застольные беседы,1.15,0.9,cover,Zagarine Salonas 29_1.JPG,alyvuogių spalvos viršelis
K00056,William Shakespeare (Šekspyras),Sonetai,"Spinta A, 2 lentyna",Žagarinė salonas,29,23,Šekspyras,Sonetai,1.15,0.8,cover,Zagarine Salonas 29_1.JPG,"kreminis viršelis, stovi lentynos dešiniajame gale, ant priekinio viršelio didelė raidė S"
K00062,Charles De Coster (Šarlis de Kosteris),Legenda apie Ulenšpigį,"Spinta A, 3 lentyna",Žagarinė salonas,30,1,Šarlis de Kosteris,Legenda apie Ulenšpįglį,0.82,0.8,spine,,labai nudėvėta tamsiai mėlyna nugarėlė; pavadinimo galas nukirstas kadro krašto
K00063,Benvenuto Cellini,The Autobiography of Benvenuto Cellini,"Spinta A, 3 lentyna",Žagarinė salonas,30,2,Benvenuto Cellini,The Autobiography of Benvenuto Cellini,1.15,0.9,spine,,
K00064,Abbé Prévost,Manon Lescaut,"Spinta A, 3 lentyna",Žagarinė salonas,30,3,Prévost,Manon Lescaut,1.15,0.9,spine,,Oxford World's Classics
K00067,Eduard Mörike,Mozart's Journey to Prague and a Selection of Poems,"Spinta A, 3 lentyna",Žagarinė salonas,30,5,Mörike,Mozart's Journey to Prague and a Selection of Poems,1.15,0.9,spine,,
K00068,Alfred de Musset,The Confession of a Child of the Century,"Spinta A, 3 lentyna",Žagarinė salonas,30,6,Alfred de Musset,The Confession of a Child of the Century,1.15,0.9,spine,,
K00069,Laurence Sterne,"The Life and Opinions of Tristram Shandy, Gentleman","Spinta A, 3 lentyna",Žagarinė salonas,30,7,Laurence Sterne,"The Life and Opinions of Tristram Shandy, Gentleman",1.15,0.9,spine,,
K00070,Henri Murger,Scenes from the Latin Quarter,"Spinta A, 3 lentyna",Žagarinė salonas,30,8,Murger,Scenes from the Latin Quarter,1.15,0.9,spine,,
K00071,Jean de La Fontaine,Selected Fables,"Spinta A, 3 lentyna",Žagarinė salonas,30,9,La Fontaine,Selected Fables,1.15,0.9,spine,,nugarėlėje matyti „ONTAINE“ — pavardės pradžia užstota
K00073,Ludovico Ariosto,Orlando Furioso,"Spinta A, 3 lentyna",Žagarinė salonas,30,11,Ariosto,Orlando Furioso,1.15,0.9,spine,,
K00075,James Boswell,Besuch bei Rousseau und Voltaire,"Spinta A, 3 lentyna",Žagarinė salonas,30,14,James Boswell,Besuch bei Rousseau und Voltaire,1.15,0.9,spine,,
K00076,Patrick Rambaud,Il neigeait,"Spinta A, 3 lentyna",Žagarinė salonas,30,15,Patrick Rambaud,Il neigeait,1.15,0.9,spine,,
K00077,André Gide,La symphonie pastorale,"Spinta A, 3 lentyna",Žagarinė salonas,30,17,André Gide,La symphonie pastorale,1.15,0.9,spine,,nugarėlės viršuje raudonas numeris 18
K00078,Honoré de Balzac,Trisdešimties metų moteris,"Spinta A, 3 lentyna",Žagarinė salonas,30,18,Honoré de Balzac,Trisdešimties metų moteris,1.15,0.9,spine,,serija „Geriausia geriausių literatūros klasika“
K00080,Romain Gary,La vie devant soi,"Spinta A, 3 lentyna",Žagarinė salonas,30,20,Romain Gary,La vie devant soi,1.15,0.9,cover,Zagarine Salonas 30_1.JPG,folio Nr. 1362
K00081,Apuleius,The Golden Ass,"Spinta A, 3 lentyna",Žagarinė salonas,30,21,Apuleius,The Golden Ass,1.15,0.9,cover,Zagarine Salonas 30_1.JPG,Oxford World's Classics
K00082,Henrik Ibsen,Four Major Plays,"Spinta A, 3 lentyna",Žagarinė salonas,30,22,Ibsen,Four Major Plays,1.15,0.9,cover,Zagarine Salonas 30_1.JPG,Oxford World's Classics
K00083,Thomas De Quincey,Confessions of an English Opium-Eater,"Spinta A, 3 lentyna",Žagarinė salonas,30,23,De Quincey,Confessions of an English Opium-Eater,1.15,0.9,cover,Zagarine Salonas 30_1.JPG,Oxford World's Classics
K00084,John Keats,Selected Poetry,"Spinta A, 3 lentyna",Žagarinė salonas,30,24,Keats,Selected Poetry,1.15,0.9,cover,Zagarine Salonas 30_1.JPG,Oxford World's Classics
K00085,Laurence Sterne,A Sentimental Journey and Other Writings,"Spinta A, 3 lentyna",Žagarinė salonas,30,25,Sterne,A Sentimental Journey and Other Writings,1.15,0.9,cover,Zagarine Salonas 30_1.JPG,Oxford World's Classics
K00086,Blaise Pascal,Pensées and Other Writings,"Spinta A, 3 lentyna",Žagarinė salonas,30,26,Pascal,Pensées and Other Writings,1.15,0.9,cover,Zagarine Salonas 30_1.JPG,Oxford World's Classics
K00087,Thomas Carlyle,Sartor Resartus,"Spinta A, 3 lentyna",Žagarinė salonas,30,27,Carlyle,Sartor Resartus,1.15,0.9,cover,Zagarine Salonas 30_1.JPG,Oxford World's Classics
K00088,Walter Scott,Ivanhoe,"Spinta A, 3 lentyna",Žagarinė salonas,30,28,Scott,Ivanhoe,1.15,0.9,cover,Zagarine Salonas 30_1.JPG,Oxford World's Classics
K00089,Lord Byron,The Major Works,"Spinta A, 3 lentyna",Žagarinė salonas,30,29,Lord Byron,The Major Works,1.15,0.9,cover,Zagarine Salonas 30_1.JPG,Oxford World's Classics
K00090,Geoffrey Chaucer,The Canterbury Tales,"Spinta A, 3 lentyna",Žagarinė salonas,30,30,Chaucer,The Canterbury Tales,1.15,0.9,cover,Zagarine Salonas 30_1.JPG,Oxford World's Classics
K00091,Thomas Carlyle,"On Heroes, Hero-Worship, and the Heroic in History","Spinta A, 3 lentyna",Žagarinė salonas,30,31,Carlyle,"On Heroes, Hero-Worship, and the Heroic in History",1.15,0.9,cover,Zagarine Salonas 30_1.JPG,paskutinė knyga prie dešinės spintos sienelės
K00107,Prosper Mérimée (P. Mérimé),Klaros Gasul teatras,"Spinta A, 4 lentyna",Žagarinė salonas,31,4,P. Merimė,Klaros Gasul teatras,1.15,0.9,spine,,juodas viršelis
K00126,August Strindberg,Pamišėlio išpažintis,"Spinta A, 5 lentyna",Žagarinė salonas,31,10,Ž. Ruso,Išpažintis,0.67,0.7,spine,,"rusvas drobinis viršelis, auksinės raidės nublukusios"
K00110,Émile Zola,Abato Mure nuodėmė,"Spinta A, 4 lentyna",Žagarinė salonas,31,11,E. Zola,Abato Mure nuodėmė,1.15,0.9,spine,,"serija Literatūros klasika, nr. 5"
K00111,Émile Zola,Spąstai,"Spinta A, 4 lentyna",Žagarinė salonas,31,12,E. Zola,Spąstai,1.15,0.9,spine,,"serija Literatūros klasika, nr. 7"
K00112,Honoré de Balzac,Eugenija Grandė,"Spinta A, 4 lentyna",Žagarinė salonas,31,13,O. Balzakas,Eugenija Grandė,1,0.9,spine,,
K00113,Charles Baudelaire,Selected Poems,"Spinta A, 4 lentyna",Žagarinė salonas,31,14,Baudelaire,Selected Poems,1.15,0.8,spine,,autoriaus pavardės pradžia užklijuota lipduku
K00114,Guy de Maupassant,The Best Short Stories,"Spinta A, 4 lentyna",Žagarinė salonas,31,15,Guy de Maupassant,The Best Short Stories,1.15,0.9,spine,,
K00116,Jean-Jacques Rousseau,The Confessions,"Spinta A, 4 lentyna",Žagarinė salonas,31,18,Jean-Jacques Rousseau,The Confessions,1.15,0.9,spine,,
K00117,Paul Verlaine,Selected Poems,"Spinta A, 4 lentyna",Žagarinė salonas,31,19,Verlaine,Selected Poems,1.15,0.9,spine,,
K00118,Beaumarchais,The Figaro Trilogy,"Spinta A, 4 lentyna",Žagarinė salonas,31,20,Beaumarchais,The Figaro Trilogy,1.15,0.9,spine,,
K00122,Guy de Maupassant,Mont-Oriol,"Spinta A, 4 lentyna",Žagarinė salonas,31,21,Guy de Maupassant,Mont-Oriol,1.15,0.6,cover,Zagarine Salonas 31_4.JPG,"Œuvres complètes illustrées; lentynoje — kreminė knyga visiškai tuščia nugarėle, sutapatinta spėjant"
K00119,Théophile Gautier (Teofilis Gotjė),Kapitonas Frakasas,"Spinta A, 4 lentyna",Žagarinė salonas,31,22,Teofilis Gotjė,Kapitonas Frakasas,1.15,0.9,spine,,juodas viršelis
K00120,Jens Peter Jacobsen (Jensas Peteris Jakobsenas),Nilsas Liungė,"Spinta A, 4 lentyna",Žagarinė salonas,31,23,Jensas Peteris Jakobsenas,Nilsas Liunė,0.65,0.9,spine,,pilkas viršelis
K00121,Jean Racine,"Iphigenia, Phaedra and Athaliah","Spinta A, 4 lentyna",Žagarinė salonas,31,24,Racine,"Iphigenia, Phaedra and Athaliah",1.15,0.9,spine,,
K00092,Judah Halevi,The Kuzari,"Spinta A, 4 lentyna",Žagarinė salonas,31,25,Judah Halevi,The Kuzari,1.15,0.9,spine,,raudonas viršelis
K00093,,Upanišados,"Spinta A, 4 lentyna",Žagarinė salonas,31,26,,Upanišados,1,0.9,cover,Zagarine Salonas 31_1.JPG,juodas viršelis su auksinėmis raidėmis
K00094,A. C. Bhaktivedanta Swami Prabhupada,"Bhagavad-gītā, kokia ji yra","Spinta A, 4 lentyna",Žagarinė salonas,31,27,A. Č. Bhaktivedanta Svamis Prabhupada,Bhagavad-gītā kokia ji yra,1.15,0.8,cover,Zagarine Salonas 31_1.JPG,autoriaus vardas ant nugarėlės iš dalies užklijuotas lipduku
K00095,,Lehrreden des Gotama Buddha,"Spinta A, 4 lentyna",Žagarinė salonas,31,28,,Lehrreden des Gotama Buddha,1,0.9,cover,Zagarine Salonas 31_1.JPG,tamsiai raudonas viršelis
K00096,Michael J. Gelb,Norėčiau mokėti daryti stebuklus: Leonardo da Vinci (septyni žingsniai genijaus link),"Spinta A, 4 lentyna",Žagarinė salonas,31,29,Michael J. Gelb,Norėčiau mokėti daryti stebuklus. Leonardo da Vinci,0.9,0.6,cover,Zagarine Salonas 31_1.JPG,"rudas viršelis; pavadinimas ant nugarėlės išskaidytas į kelias eilutes, tiksli formuluotė neaiški"
K00097,Stendhal,Parmos vienuolynas,"Spinta A, 4 lentyna",Žagarinė salonas,31,31,Stendhal,Parmos,0.82,0.6,cover,Zagarine Salonas 31_1.JPG,"serija „Geriausia iš geriausių“; matoma tik pavadinimo pradžia „Parmos“, likusi dalis užstota"
K00098,Gustave Flaubert,Ponia Bovari,"Spinta A, 4 lentyna",Žagarinė salonas,31,33,Gustave Flaubert,Ponia Bovari,1.15,0.9,cover,Zagarine Salonas 31_1.JPG,serija „Geriausia iš geriausių“
